"sergile"->"başyapıt":1,"vasat":46 bin,result:-4.326929537043505
"salgıla"->"başyapıt":1,"vasat":1,result:0
"çıkmaz"->"başyapıt":276,"vasat":4 bin,result:-0.8253226146246755
"eksilt"->"başyapıt":1,"vasat":1,result:0
"Hak"->"başyapıt":8 bin,"vasat":16 bin,result:0.03479829897408794
"tesadüfi"->"başyapıt":19,"vasat":128,result:-0.49262807405697023
"gerçek"->"başyapıt":29 bin,"vasat":14 bin,result:0.6520982568587872
"anıt"->"başyapıt":bin,"vasat":650,result:0.5229149379952136
"maharet"->"başyapıt":17,"vasat":2 bin,result:-1.734752779647638
"etken"->"başyapıt":771,"vasat":628,result:0.42492302895182993
"irtibat"->"başyapıt":8 bin,"vasat":154,result:2.0513975607935495
"şarap"->"başyapıt":2 bin,"vasat":3 bin,result:0.15973703558238786
"jet"->"başyapıt":242,"vasat":501,result:0.019805934751254705
"reji"->"başyapıt":23,"vasat":bin,result:-1.3024438693443379
"göğüs"->"başyapıt":282,"vasat":2 bin,result:-0.514952592706551
"şakacı"->"başyapıt":78 bin,"vasat":922,result:2.2631919762749204
"istinas"->"başyapıt":1,"vasat":1,result:0
"bütün"->"başyapıt":10 bin,"vasat":19 bin,result:0.05707469368524019
"kalabalık"->"başyapıt":539,"vasat":4 bin,result:-0.5346429315031546
"destek"->"başyapıt":421,"vasat":5 bin,result:-0.7388596138622814
"kulvar"->"başyapıt":1,"vasat":217,result:-2.0006314392104603
"kaşan"->"başyapıt":1,"vasat":12,result:-0.7433529514095557
"kalça"->"başyapıt":47,"vasat":199,result:-0.29092692383592
"saadet"->"başyapıt":20 bin,"vasat":274,result:2.199107727481662
"epey"->"başyapıt":312,"vasat":4 bin,result:-0.7720771026714505
"yumuşa"->"başyapıt":1,"vasat":1,result:0
"siyaset"->"başyapıt":bin,"vasat":6 bin,result:-0.44232295574557456
"devam"->"başyapıt":5 bin,"vasat":22 bin,result:-0.30762438184811836
"ikon"->"başyapıt":220,"vasat":493,result:-0.014595943816954674
"horner"->"başyapıt":13,"vasat":443,result:-1.1966320792781637
"ikili"->"başyapıt":205,"vasat":2 bin,result:-0.6534478399701578
"takas"->"başyapıt":447,"vasat":bin,result:-0.013864182229994377
"avukat"->"başyapıt":80,"vasat":515,result:-0.4728889474111784
"senato"->"başyapıt":3,"vasat":66,result:-1.006594386184137
"ikile"->"başyapıt":1,"vasat":8,result:-0.5672616923538745
"gereğince"->"başyapıt":398,"vasat":585,result:0.16855550062957653
"maymunluk"->"başyapıt":1,"vasat":19,result:-0.9429253063147599
"pizza"->"başyapıt":bin,"vasat":3 bin,result:-0.14129296008159334
"gemi"->"başyapıt":289,"vasat":937,result:-0.1750134534931613
"unut"->"başyapıt":244,"vasat":183,result:0.46076703124636903
"siyah"->"başyapıt":14 bin,"vasat":7 bin,result:0.6368582903020503
"kelepçele"->"başyapıt":1,"vasat":1,result:0
"kapla"->"başyapıt":220,"vasat":7,result:1.8331529354460185
"ataerkil"->"başyapıt":35,"vasat":228,result:-0.478038508012109
"flört"->"başyapıt":76,"vasat":767,result:-0.6681534770301205
"bezgin"->"başyapıt":1,"vasat":71,result:-1.5154300540810062
"yatalak"->"başyapıt":1,"vasat":65,result:-1.4770850620047864
"gele"->"başyapıt":175,"vasat":198,result:0.28220115306283244
"ağla"->"başyapıt":126,"vasat":380,result:-0.14358475686117816
"ortala"->"başyapıt":1,"vasat":54,result:-1.3965654651848993
"gerçekle"->"başyapıt":107 bin,"vasat":579,result:2.6025335085958425
"inanç"->"başyapıt":2 bin,"vasat":bin,result:0.6368582903020503
"alkol"->"başyapıt":116,"vasat":2 bin,result:-0.9007437117989935
"koyun"->"başyapıt":546,"vasat":bin,result:0.07302093734280636
"yıprat"->"başyapıt":1,"vasat":18,result:-0.9194442104652369
"lavabo"->"başyapıt":417,"vasat":607,result:0.17277565853656907
"aşçı"->"başyapıt":462,"vasat":513,result:0.2903529050823783
"iktisat"->"başyapıt":6 bin,"vasat":604,result:1.332942606400581
"soytarı"->"başyapıt":6,"vasat":514,result:-1.596983573973563
"jimnastik"->"başyapıt":4,"vasat":953,result:-2.041204614672295
"gecik"->"başyapıt":5,"vasat":1,result:1.034798298974088
"spastik"->"başyapıt":1,"vasat":122,result:-1.750531536036679
"mikro"->"başyapıt":618,"vasat":35 bin,result:-1.4172512746233907
"çavuş"->"başyapıt":39,"vasat":332,result:-0.5942451820394679
"emektar"->"başyapıt":184,"vasat":355,result:0.050417764592511495
"çivi"->"başyapıt":391,"vasat":3 bin,result:-0.5491162026857265
"fidye"->"başyapıt":1,"vasat":15,result:-0.8402629644176122
"gurur"->"başyapıt":937,"vasat":2 bin,result:0.00653788986186625
"daimî"->"başyapıt":234,"vasat":69 bin,result:-2.1338049386890434
"renk"->"başyapıt":bin,"vasat":5 bin,result:-0.3631417096979497
"vekil"->"başyapıt":5,"vasat":17 bin,result:-3.195650622404186
"kaldır"->"başyapıt":38,"vasat":bin,result:-1.0843881087451208
"daire"->"başyapıt":3 bin,"vasat":2 bin,result:0.5119195536937504
"kamuflaj"->"başyapıt":135,"vasat":206,result:0.15229484276392188
"olanca"->"başyapıt":353,"vasat":342,result:0.34957689396975666
"ceket"->"başyapıt":413,"vasat":654,result:0.13620059797020287
"takma"->"başyapıt":902,"vasat":444,result:0.643651862065391
"getir"->"başyapıt":46,"vasat":367,result:-0.5660799379324462
"epik"->"başyapıt":2 bin,"vasat":241,result:1.254841247727182
"isterik"->"başyapıt":1,"vasat":28,result:-1.1113297367041501
"üniformalı"->"başyapıt":18,"vasat":3,result:1.1139795450217127
"gene"->"başyapıt":2 bin,"vasat":7 bin,result:-0.20823974971220655
"sütlü"->"başyapıt":138,"vasat":16 bin,result:-1.728412601616619
"şemal"->"başyapıt":1,"vasat":102,result:-1.6727718771238484
"bağlama"->"başyapıt":160,"vasat":349,result:-0.0028771496651859626
"pumba"->"başyapıt":1,"vasat":2,result:0.03479829897408794
"çekirge"->"başyapıt":49,"vasat":3 bin,result:-1.4510968800530797
"mahrum"->"başyapıt":315,"vasat":443,result:0.18773512220460004
"tertemiz"->"başyapıt":149,"vasat":852,result:-0.4214250317163569
"gurup"->"başyapıt":1,"vasat":2 bin,result:-2.965201701025912
"sunucu"->"başyapıt":4 bin,"vasat":655,result:1.1216469859742484
"parasal"->"başyapıt":30,"vasat":191,result:-0.468083817889996
"serebral"->"başyapıt":1,"vasat":1,result:0
"numara"->"başyapıt":639,"vasat":7 bin,result:-0.7037688872177875
"parfümcü"->"başyapıt":3,"vasat":9,result:-0.14129296008159334
"açılım"->"başyapıt":9,"vasat":203,result:-1.017425233835819
"himaye"->"başyapıt":1,"vasat":372,result:-2.2347146452438285
"meclis"->"başyapıt":24,"vasat":468,result:-0.9542063167244489
"dümdüz"->"başyapıt":8,"vasat":513,result:-1.4711990834818036
"yanılgı"->"başyapıt":3,"vasat":333,result:-1.7094946841485883
"tünel"->"başyapıt":461,"vasat":457,result:0.33961301995786713
"jelatin"->"başyapıt":2,"vasat":105,result:-1.3843310087678877
"benden"->"başyapıt":677,"vasat":3 bin,result:-0.310704291396449
"cennet"->"başyapıt":995,"vasat":605,result:0.5518960007313257
"pasif"->"başyapıt":38,"vasat":bin,result:-1.0843881087451208
"vahşice"->"başyapıt":35,"vasat":15,result:0.7038050799326636
"mürettebat"->"başyapıt":85,"vasat":78,result:0.3731526176618814
"çerez"->"başyapıt":bin,"vasat":466,result:0.6674423779480689
"iyimser"->"başyapıt":753,"vasat":bin,result:0.21262327083876972
"duyarsız"->"başyapıt":50,"vasat":643,result:-0.7734126739501341
"sinematografi"->"başyapıt":302,"vasat":2 bin,result:-0.48519475806876144
"bitirim"->"başyapıt":8,"vasat":49,result:-0.45127779839850096
"sakın"->"başyapıt":812,"vasat":8 bin,result:-0.6577056631126991
"mozaik"->"başyapıt":8 bin,"vasat":8 bin,result:0.3358282946380691
"hapishane"->"başyapıt":254,"vasat":1000,result:-0.25933798874199276
"sevinç"->"başyapıt":946,"vasat":417,result:0.6915833760661044
"harlı"->"başyapıt":1,"vasat":3,result:-0.14129296008159334
"muhakeme"->"başyapıt":231,"vasat":166,result:0.47933218649015835
"mantar"->"başyapıt":3 bin,"vasat":512,result:1.1036795883819008
"yavaşla"->"başyapıt":1,"vasat":1,result:0
"özenti"->"başyapıt":21,"vasat":801,result:-1.2455849267122492
"talimat"->"başyapıt":3,"vasat":bin,result:-2.1870504506422686
"çaldır"->"başyapıt":1,"vasat":209 bin,result:-4.9843179914729845
"daima"->"başyapıt":925,"vasat":2 bin,result:9.400317131205572E-4
"evrensel"->"başyapıt":2 bin,"vasat":597,result:0.8608839591726812
"hicvet"->"başyapıt":1,"vasat":1,result:0
"cambaz"->"başyapıt":1,"vasat":43,result:-1.2976401609415174
"alakadar"->"başyapıt":1,"vasat":139,result:-1.807186505616026
"adam"->"başyapıt":9 bin,"vasat":29 bin,result:-0.17232719382156206
"genç"->"başyapıt":6 bin,"vasat":13 bin,result:3.619271487605908E-5
"geri"->"başyapıt":3 bin,"vasat":19 bin,result:-0.4658040515950974
"sınav"->"başyapıt":285,"vasat":bin,result:-0.2093268453534207
"doruk"->"başyapıt":bin,"vasat":507,result:0.6308203353047332
"zannet"->"başyapıt":1,"vasat":1,result:0
"aydınlat"->"başyapıt":1,"vasat":37,result:-1.232373429428926
"ulusal"->"başyapıt":961,"vasat":3 bin,result:-0.1585695724130479
"resim"->"başyapıt":10 bin,"vasat":4 bin,result:0.7337683033101068
"aday"->"başyapıt":7 bin,"vasat":2 bin,result:0.8798963389883447
"aydınlan"->"başyapıt":1,"vasat":1,result:0
"kapsa"->"başyapıt":2,"vasat":3,result:0.15973703558238786
"sponsor"->"başyapıt":13,"vasat":302,result:-1.0302352960122447
"övgü"->"başyapıt":2 bin,"vasat":982,result:0.6447468025151006
"acıklı"->"başyapıt":2 bin,"vasat":683,result:0.8024375866205178
"çirkef"->"başyapıt":8,"vasat":5 bin,result:-2.460051722706006
"yanay"->"başyapıt":1,"vasat":114,result:-1.7210765566984034
"dörtgen"->"başyapıt":1,"vasat":1,result:0
"yanak"->"başyapıt":3,"vasat":102,result:-1.1956506224041858
"ikici"->"başyapıt":66,"vasat":31,result:0.6640105363456651
"takim"->"başyapıt":10 bin,"vasat":30 bin,result:-0.14129296008159334
"maden"->"başyapıt":285,"vasat":5 bin,result:-0.9082968496894395
"koruluk"->"başyapıt":1,"vasat":9,result:-0.6184142148012558
"takip"->"başyapıt":2 bin,"vasat":7 bin,result:-0.20823974971220655
"illet"->"başyapıt":102,"vasat":132,result:0.22385453519413684
"destekle"->"başyapıt":45,"vasat":bin,result:-1.0109591915865872
"hapisane"->"başyapıt":45,"vasat":368,result:-0.5768070102601048
"kral"->"başyapıt":2 bin,"vasat":3 bin,result:0.15973703558238786
"acemice"->"başyapıt":47,"vasat":751,result:-0.8677137844303817
"kelam"->"başyapıt":162,"vasat":2 bin,result:-0.7556866864832811
"patinaj"->"başyapıt":1,"vasat":303,result:-2.145614333864236
"eşek"->"başyapıt":41,"vasat":332,result:-0.5725259323462317
"başeser"->"başyapıt":497,"vasat":1,result:3.0321846833714012
"nakavt"->"başyapıt":1,"vasat":917,result:-2.626541041031952
"kafesle"->"başyapıt":1,"vasat":1,result:0
"maddi"->"başyapıt":217,"vasat":2 bin,result:-0.6287419671773826
"madde"->"başyapıt":200,"vasat":bin,result:-0.3631417096979497
"sihir"->"başyapıt":4 milyon,"vasat":318,result:4.435461165981599
"olanak"->"başyapıt":648,"vasat":40 bin,result:-1.4546566908193
"yenilik"->"başyapıt":398,"vasat":bin,result:-0.06428863328824302
"olgun"->"başyapıt":281,"vasat":963,result:-0.1990916725813855
"gargara"->"başyapıt":1,"vasat":1,result:0
"üstlen"->"başyapıt":1,"vasat":1,result:0
"havalan"->"başyapıt":1,"vasat":36,result:-1.2204742061292182
"kalıntı"->"başyapıt":8 bin,"vasat":5,result:3.539948277293994
"bölümle"->"başyapıt":304,"vasat":691,result:-0.020776169127375517
"ziynet"->"başyapıt":1,"vasat":377,result:-2.2405130555677237
"eşik"->"başyapıt":9,"vasat":498,result:-1.4071585386823235
"hassas"->"başyapıt":173,"vasat":2 bin,result:-0.7271555978971167
"örnek"->"başyapıt":3 bin,"vasat":9 bin,result:-0.14129296008159334
"endüstri"->"başyapıt":91,"vasat":417,result:-0.3252663680145948
"kaba"->"başyapıt":895,"vasat":4 bin,result:-0.31440866137398127
"kaçak"->"başyapıt":59,"vasat":530,result:-0.6175955633205757
"vaat"->"başyapıt":2 bin,"vasat":884,result:0.6904060252889772
"Yahudi"->"başyapıt":934,"vasat":407,result:0.6965807616429425
"destansı"->"başyapıt":2 bin,"vasat":510,result:0.929288114204114
"toparla"->"başyapıt":27,"vasat":4 bin,result:-1.8348679325309059
"kalıplaşmış"->"başyapıt":19,"vasat":2 bin,result:-1.686448100073083
"kazık"->"başyapıt":688,"vasat":3 bin,result:-0.303704521846082
"istirham"->"başyapıt":1,"vasat":13,result:-0.7781150576687677
"hemfikir"->"başyapıt":bin,"vasat":bin,result:0.3358282946380691
"plastik"->"başyapıt":333,"vasat":6 bin,result:-0.9198787222392546
"kanalizasyon"->"başyapıt":19,"vasat":bin,result:-1.3854181044091018
"turist"->"başyapıt":671,"vasat":bin,result:0.1625508148070612
"dahil"->"başyapıt":3 bin,"vasat":10 bin,result:-0.18705045064226847
"fitne"->"başyapıt":16,"vasat":7 bin,result:-2.305149762720263
"tenezzül"->"başyapıt":5,"vasat":4 bin,result:-2.5672616923538745
"vadi"->"başyapıt":2 bin,"vasat":2 bin,result:0.3358282946380691
"üzüntü"->"başyapıt":4 bin,"vasat":253,result:1.5347677647902136
"sentez"->"başyapıt":70,"vasat":45 bin,result:-2.4722861791230177
"nalbant"->"başyapıt":18,"vasat":11,result:0.5497081145831502
"yenilgi"->"başyapıt":30,"vasat":2 bin,result:-1.4880804463062496
"kazın"->"başyapıt":1,"vasat":213,result:-1.9925513088006686
"gezinti"->"başyapıt":8 bin,"vasat":427,result:1.6084904066049888
"değer"->"başyapıt":4 bin,"vasat":9 bin,result:-0.01635422347329339
"vade"->"başyapıt":11,"vasat":172,result:-0.8583074671112547
"palavra"->"başyapıt":18,"vasat":90,result:-0.3631417096979497
"nezle"->"başyapıt":1,"vasat":1,result:0
"çabucak"->"başyapıt":174,"vasat":184,result:0.31155971991113235
"bağı"->"başyapıt":249,"vasat":167,result:0.5093111705862222
"embesil"->"başyapıt":35,"vasat":3 bin,result:-1.5972249157313176
"rafine"->"başyapıt":432,"vasat":34,result:1.439833124410726
"bomba"->"başyapıt":bin,"vasat":2 bin,result:0.03479829897408794
"kamyonet"->"başyapıt":3,"vasat":293,result:-1.6539180709963779
"ağrı"->"başyapıt":513,"vasat":236,result:0.6730336567797789
"savrul"->"başyapıt":1,"vasat":1,result:0
"irrasyonel"->"başyapıt":9,"vasat":79,result:-0.6075562872130474
"eşit"->"başyapıt":219,"vasat":3 bin,result:-0.800848845241475
"teşekkür"->"başyapıt":2 bin,"vasat":2 bin,result:0.3358282946380691
"krem"->"başyapıt":642,"vasat":3 bin,result:-0.33375793201274007
"selam"->"başyapıt":324,"vasat":2 bin,result:-0.4546566908192999
"faydalan"->"başyapıt":1,"vasat":10,result:-0.6641717053619308
"kuramsal"->"başyapıt":33,"vasat":44,result:0.2108895580297692
"onuncu"->"başyapıt":324,"vasat":151,result:0.6673963575515118
"götür"->"başyapıt":5,"vasat":339,result:-1.4954013992289943
"parti"->"başyapıt":800,"vasat":7 bin,result:-0.6061797583842441
"sonradan"->"başyapıt":571,"vasat":4 bin,result:-0.5095955884440453
"terör"->"başyapıt":bin,"vasat":5 bin,result:-0.3631417096979497
"komite"->"başyapıt":19,"vasat":244,result:-0.7728079307478313
"harekât"->"başyapıt":18 bin,"vasat":2 bin,result:1.290070804077394
"tuhaflık"->"başyapıt":bin,"vasat":249,result:0.9396289475423328
"kapaklan"->"başyapıt":1,"vasat":1,result:0
"teslim"->"başyapıt":550,"vasat":2 bin,result:-0.2248390115316682
"koyar"->"başyapıt":406,"vasat":873,result:0.0033400845096935566
"oynat"->"başyapıt":2,"vasat":242,result:-1.746957075678381
"kafa"->"başyapıt":2 bin,"vasat":10 bin,result:-0.3631417096979497
"civar"->"başyapıt":1,"vasat":bin,result:-2.6641717053619307
"ilan"->"başyapıt":3 bin,"vasat":2 bin,result:0.5119195536937504
"yaraşır"->"başyapıt":35,"vasat":14 bin,result:-2.266231696689893
"dirilt"->"başyapıt":1,"vasat":1,result:0
"çirkin"->"başyapıt":bin,"vasat":5 bin,result:-0.3631417096979497
"adil"->"başyapıt":442,"vasat":5 bin,result:-0.7177194403488577
"kafe"->"başyapıt":126,"vasat":bin,result:-0.563801160244368
"sömür"->"başyapıt":1,"vasat":1,result:0
"adaş"->"başyapıt":2,"vasat":317,result:-1.864200971915701
"ayaklan"->"başyapıt":1,"vasat":8,result:-0.5672616923538745
"emniyet"->"başyapıt":11,"vasat":991,result:-1.618852674688981
"gezi"->"başyapıt":2 bin,"vasat":bin,result:0.6368582903020503
"oynak"->"başyapıt":8 milyon,"vasat":170,result:5.0084693602517385
"ilah"->"başyapıt":3 bin,"vasat":231,result:1.4493375694655872
"programla"->"başyapıt":14,"vasat":bin,result:-1.5180436696836928
"türkücü"->"başyapıt":69,"vasat":bin,result:-0.8253226146246755
"adli"->"başyapıt":15 bin,"vasat":9 bin,result:0.5576770442544255
"vahi"->"başyapıt":10 milyon,"vasat":89,result:5.3864382879931565
"vaha"->"başyapıt":291,"vasat":319,result:0.29593060056679527
"kurcala"->"başyapıt":1,"vasat":1,result:0
"yığın"->"başyapıt":186,"vasat":897,result:-0.34745120418810665
"pulla"->"başyapıt":1,"vasat":16,result:-0.8682916880178556
"çıkın"->"başyapıt":28,"vasat":4 bin,result:-1.819073665347674
"falso"->"başyapıt":18,"vasat":188,result:-0.6830570495223047
"teminat"->"başyapıt":2,"vasat":58,result:-1.126569703260887
"ritüel"->"başyapıt":87,"vasat":91,result:0.3163061549355941
"fıttır"->"başyapıt":1,"vasat":1,result:0
"parsa"->"başyapıt":1,"vasat":32,result:-1.1693216836818368
"kriz"->"başyapıt":172 bin,"vasat":888,result:2.622943775767017
"finanse"->"başyapıt":23,"vasat":163,result:-0.5146314737482959
"kril"->"başyapıt":1,"vasat":1,result:0
"boşuna"->"başyapıt":241,"vasat":3 bin,result:-0.7592759175067249
"sözlük"->"başyapıt":2 bin,"vasat":21 bin,result:-0.685361004431869
"romantizm"->"başyapıt":552,"vasat":228,result:0.7198325253668142
"sandık"->"başyapıt":29,"vasat":572,result:-0.959169736255999
"kürsü"->"başyapıt":10,"vasat":bin,result:-1.664171705361931
"kaka"->"başyapıt":410,"vasat":641,result:0.14175412183898717
"canev"->"başyapıt":1,"vasat":1,result:0
"orkide"->"başyapıt":77,"vasat":2 bin,result:-1.0787109758534301
"rejisör"->"başyapıt":330,"vasat":117,result:0.786156372769795
"çağrı"->"başyapıt":bin,"vasat":614,result:0.5476599234969014
"Almanca"->"başyapıt":2 bin,"vasat":398,result:1.0369752182283625
"hormon"->"başyapıt":72,"vasat":111,result:0.1478378122826802
"ilet"->"başyapıt":1,"vasat":388,result:-2.253003430956138
"gelişim"->"başyapıt":471,"vasat":2 bin,result:-0.29218079389701584
"sacayak"->"başyapıt":1,"vasat":1,result:0
"parya"->"başyapıt":1,"vasat":49,result:-1.3543677853904446
"tasvirî"->"başyapıt":250,"vasat":123,result:0.6438631918707088
"vaiz"->"başyapıt":35 bin,"vasat":2 bin,result:1.5788663433243635
"çöpçatan"->"başyapıt":4,"vasat":46,result:-0.7248695457155426
"ilaç"->"başyapıt":963,"vasat":bin,result:0.31945458176260366
"omuz"->"başyapıt":218,"vasat":324,result:0.16373977803606182
"saydır"->"başyapıt":1,"vasat":3,result:-0.14129296008159334
"vals"->"başyapıt":35,"vasat":2 bin,result:-1.4211336566756363
"taklit"->"başyapıt":2 bin,"vasat":807,result:0.7299847555799799
"dolayısıyla"->"başyapıt":418,"vasat":6 bin,result:-0.8211466739705393
"fitil"->"başyapıt":1,"vasat":21,result:-0.9863910000958502
"kitabi"->"başyapıt":561,"vasat":647,result:0.2738868752255302
"çeşit"->"başyapıt":259,"vasat":6 bin,result:-1.0290231916643227
"altık"->"başyapıt":1,"vasat":1,result:0
"kamp"->"başyapıt":292,"vasat":902,result:-0.1539953914554543
"bülten"->"başyapıt":14,"vasat":153,result:-0.7027351005012916
"altın"->"başyapıt":9 bin,"vasat":3 bin,result:0.8129495493577316
"kama"->"başyapıt":73,"vasat":27 bin,result:-2.232212609400462
"fanatik"->"başyapıt":244,"vasat":532,result:-0.0026935113182496666
"kamu"->"başyapıt":65 bin,"vasat":3 bin,result:1.6716203965612624
"neredeyse"->"başyapıt":6 bin,"vasat":9 bin,result:0.15973703558238786
"vali"->"başyapıt":289,"vasat":2 bin,result:-0.5043038582693642
"hoyrat"->"başyapıt":20,"vasat":370,result:-0.9313434337649447
"dayan"->"başyapıt":10,"vasat":70,result:-0.5092697453761877
"prestij"->"başyapıt":2 bin,"vasat":280,result:1.1897002589598311
"dayat"->"başyapıt":1,"vasat":48,result:-1.345412942737518
"kalp"->"başyapıt":bin,"vasat":2 bin,result:0.03479829897408794
"güvensizlik"->"başyapıt":1,"vasat":bin,result:-2.6641717053619307
"kalk"->"başyapıt":25,"vasat":481,result:-0.948376773063725
"dayak"->"başyapıt":117,"vasat":453,result:-0.25208404562860115
"haberdar"->"başyapıt":58,"vasat":665,result:-0.7235653571020981
"karıncalan"->"başyapıt":1,"vasat":1,result:0
"nagehan"->"başyapıt":9,"vasat":26,result:-0.12490254389342396
"yamuk"->"başyapıt":1,"vasat":436,result:-2.303658194630517
"yamul"->"başyapıt":8,"vasat":1,result:1.2389182816300128
"spontane"->"başyapıt":227,"vasat":32,result:1.186704173511286
"menkul"->"başyapıt":2,"vasat":368,result:-1.9289895283714673
"ilgi"->"başyapıt":2 bin,"vasat":11 bin,result:-0.4045343948561747
"vaka"->"başyapıt":170,"vasat":214,result:0.2358634426671522
"fazlasıyla"->"başyapıt":2 bin,"vasat":7 bin,result:-0.20823974971220655
"üşü"->"başyapıt":1,"vasat":34,result:-1.1956506224041858
"selis"->"başyapıt":1,"vasat":2,result:0.03479829897408794
"kale"->"başyapıt":454,"vasat":bin,result:-0.007115852504826943
"bunca"->"başyapıt":210,"vasat":2 bin,result:-0.6429824062919928
"kaos"->"başyapıt":194,"vasat":685,result:-0.21206054692413037
"eleman"->"başyapıt":184,"vasat":2 bin,result:-0.7003838780163756
"hakket"->"başyapıt":1,"vasat":511,result:-2.3725926054966435
"ürkek"->"başyapıt":29,"vasat":194,result:-0.4895754373932008
"ilke"->"başyapıt":374,"vasat":424,result:0.28133404024581665
"kapak"->"başyapıt":970,"vasat":8 bin,result:-0.5804899580876296
"kapan"->"başyapıt":1,"vasat":390,result:-2.2552363123884303
"tadım"->"başyapıt":2,"vasat":642,result:-2.170676737766803
"kendiliğinden"->"başyapıt":bin,"vasat":257,result:0.9258951713067746
"âlem"->"başyapıt":122,"vasat":440,result:-0.22126455117337007
"kani"->"başyapıt":221,"vasat":910,result:-0.27882082399791375
"kano"->"başyapıt":238,"vasat":bin,result:-0.287594748305419
"çılgınlık"->"başyapıt":242,"vasat":292,result:0.25426080917008215
"kant"->"başyapıt":38,"vasat":640,result:-0.8905680827290079
"sahici"->"başyapıt":92,"vasat":539,result:-0.43197264320311424
"yürekten"->"başyapıt":bin,"vasat":bin,result:0.3358282946380691
"hatıra"->"başyapıt":713,"vasat":174,result:0.948368576207335
"paranoyak"->"başyapıt":107,"vasat":169,result:0.13732536770960527
"ilik"->"başyapıt":913,"vasat":459,result:0.6344863866351068
"dış"->"başyapıt":bin,"vasat":11 bin,result:-0.705564390520156
"ilim"->"başyapıt":945,"vasat":2 bin,result:0.010230107483350865
"vamp"->"başyapıt":361,"vasat":339,result:0.3631357983406449
"bedenî"->"başyapıt":251,"vasat":520,result:0.01949867248430814
"oynaş"->"başyapıt":1,"vasat":1,result:0
"kana"->"başyapıt":26,"vasat":392,result:-0.8424844244115701
"tecrübe"->"başyapıt":283,"vasat":3 bin,result:-0.6895065245573031
"ırak"->"başyapıt":78,"vasat":2 bin,result:-1.0731070983354316
"boğuntu"->"başyapıt":1,"vasat":1,result:0
"kazara"->"başyapıt":42,"vasat":561,result:-0.7898852762201919
"buzağı"->"başyapıt":29,"vasat":93,result:-0.1702566560169099
"kakı"->"başyapıt":1,"vasat":1,result:0
"kaf"->"başyapıt":52,"vasat":169,result:-0.17605506634080523
"varsayım"->"başyapıt":11,"vasat":24 bin,result:-3.0029902619153117
"kazanç"->"başyapıt":16 bin,"vasat":bin,result:1.5399482772939939
"total"->"başyapıt":175,"vasat":2 bin,result:-0.7221636523396177
"kan"->"başyapıt":3 bin,"vasat":7 bin,result:-0.032148490656525266
"masraf"->"başyapıt":10,"vasat":733,result:-1.5292756800030587
"kal"->"başyapıt":bin,"vasat":687,result:0.49887155757851875
"kar"->"başyapıt":472,"vasat":5 bin,result:-0.6891997110638619
"kas"->"başyapıt":5 bin,"vasat":563,result:1.2842899041227418
"kap"->"başyapıt":44,"vasat":621,result:-0.8138106290523237
"durum"->"başyapıt":616,"vasat":23 bin,result:-1.2363188292150982
"kay"->"başyapıt":8 bin,"vasat":bin,result:1.2389182816300128
"kat"->"başyapıt":550,"vasat":6 bin,result:-0.7019602662513307
"ukala"->"başyapıt":73,"vasat":916,result:-0.7627443189093254
"sofistik"->"başyapıt":5,"vasat":1,result:1.034798298974088
"virüs"->"başyapıt":132,"vasat":733,result:-0.40870174879720894
"hüsran"->"başyapıt":548,"vasat":921,result:0.11034922292558941
"hücre"->"başyapıt":54,"vasat":482,result:-0.6148249837778119
"kaz"->"başyapıt":55 bin,"vasat":bin,result:2.076190984132313
"illa"->"başyapıt":2 bin,"vasat":2 bin,result:0.3358282946380691
"sunuluş"->"başyapıt":1,"vasat":110,result:-1.7055643905201558
"deneme"->"başyapıt":291,"vasat":2 bin,result:-0.5013087120400048
"gerçekte"->"başyapıt":112 bin,"vasat":889,result:2.436144556338037
"kapa"->"başyapıt":2,"vasat":2 bin,result:-2.6641717053619307
"paraşütçü"->"başyapıt":2,"vasat":1,result:0.6368582903020503
"özdeş"->"başyapıt":5,"vasat":354,result:-1.5142049630516998
"ortalama"->"başyapıt":377,"vasat":45 bin,result:-1.7410428689314816
"balıkla"->"başyapıt":154,"vasat":bin,result:-0.47665098452546784
"mevsim"->"başyapıt":bin,"vasat":723,result:0.4766899973435383
"cımbız"->"başyapıt":3,"vasat":7,result:-0.032148490656525266
"seçi"->"başyapıt":1,"vasat":11,result:-0.705564390520156
"mülteci"->"başyapıt":42,"vasat":190,result:-0.31967601591685935
"kıvır"->"başyapıt":4,"vasat":12,result:-0.14129296008159334
"itibari"->"başyapıt":bin,"vasat":bin,result:0.3358282946380691
"kast"->"başyapıt":27,"vasat":205,result:-0.5445618022586979
"sekte"->"başyapıt":1,"vasat":56,result:-1.4123597323681314
"maddiyat"->"başyapıt":9,"vasat":74,result:-0.5791609156535822
"eşya"->"başyapıt":256,"vasat":758,result:-0.13560094568213485
"hile"->"başyapıt":19 bin,"vasat":410,result:2.0017980388711627
"rüzgârla"->"başyapıt":10,"vasat":69,result:-0.5030207960991862
"namlu"->"başyapıt":3,"vasat":752,result:-2.0632682912339106
"kasa"->"başyapıt":366,"vasat":5 bin,result:-0.799660624303539
"kask"->"başyapıt":9,"vasat":649,result:-1.5221738927229753
"napalm"->"başyapıt":1,"vasat":1,result:0
"masum"->"başyapıt":215,"vasat":545,result:-0.06812974772296793
"rezervuar"->"başyapıt":57,"vasat":170,result:-0.13874577106771344
